x,2123,2141,2187,2478,2662,2708,3363,3385,3902,4114,4211,5311,5394,5426,5453,9703,11683,57469,60198,60699,71384,123631,176871,208908,216326,354624,387447,444795,644241,3062316,6450551,11525740,11626560,25126798,42611257
PTPRF,0.88325,1.7440494,-0.43335003,0.37330002,1.4818802,0.6108,-0.08274999,1.3738034,-0.8545237,2.18945,0.50115,0.10727739,1.3727987,-0.57849556,-0.002400011,-1.01745,0.97104186,-0.94298494,-0.27983993,0.73354685,0.022463527,0.42644796,0.5793631,-1.2730819,-0.36391366,0.21759999,1.7490144,-0.45545,2.7535517,-0.1694,0.24239999,-0.41650173,-0.41210097,-0.06413132,-0.35886437
DNAJB1,-0.51170003,-1.3566576,-0.87065,-0.03675002,0.5871815,-0.49055004,-0.45389998,-0.13647841,0.5459577,-0.84755003,-1.1,8.367108,-0.023525544,2.3623261,-1.35465,0.71134996,1.159893,-0.100518726,1.2815834,-0.032280326,0.5443651,0.013874464,-1.3071785,0.5586667,2.4937525,0.33500004,6.4735284,2.2395499,1.687961,-1.887,0.6011,0.87230605,0.20605719,1.1320534,-0.4083511
XBP1,0.0694,-0.56507343,-0.34454998,-0.58925,-0.56055665,-1.92605,0.1825,-0.47477734,0.3250904,0.14969999,0.10875,-5.486495,-1.2358646,1.1447814,-0.74,0.91985,1.8761854,-0.45814773,0.050307974,-1.7015117,-0.8009784,-0.014416494,1.2027421,-0.18500225,-0.14746939,0.9514,0.3443932,0.44535,0.50082016,0.0304,-0.028350003,2.482324,-0.6298465,2.8099735,0.857949
GRN,-1.9818,0.14937419,0.89745,-1.85085,-0.37493435,-1.766,-1.3108499,-0.5557963,0.13740037,-0.71540004,-1.517,4.4177084,-0.24124554,0.2950471,0.61794996,-0.1629,-1.496001,-0.015071876,0.8212313,4.610557,-0.34357703,1.0722694,-0.237715,-0.45002362,-0.7514167,-0.103750005,1.1767484,0.6543,-0.22905469,-1.7387,-0.0536,1.1295539,1.1968908,0.8764,0.85257536
HK1,-0.43145,-0.88248557,0.82404995,0.32705,-0.63875294,0.014999986,-0.27130002,-0.89332604,0.45111492,-1.6187999,-0.7966,4.47679,-0.16587134,0.15554422,0.69725,0.06675002,0.7946235,-0.4286522,0.87352484,1.1044185,-0.7411432,-0.34911942,-1.7948663,0.3820691,1.0208608,-0.57295,0.60330576,0.90029997,-0.368513,-1.9878,-0.2159,0.88892406,-1.0885352,-0.92968374,-0.8604273
KDELR2,-0.97535,-1.7820837,-0.30645004,-0.10755,-1.9719043,-0.9909,0.32845,-0.41592,0.047807083,-0.8889,-1.8386,1.3133816,-0.14480677,0.49609622,-1.4987999,0.90945,2.4508162,1.1437695,0.22026157,-0.9539782,-0.06752601,0.5578398,-1.0214778,0.7787968,-0.046779513,-0.9475,-0.88707846,0.97075,0.91816235,-3.0442,0.027749985,-0.2373608,-0.81421494,-0.5128294,0.17994529
SKP1,-1.1023,-1.0251406,-0.46289998,0.074499995,-1.646994,-0.3149,-0.62875,-0.7862219,0.6648048,-3.7961497,-0.31449997,1.2755938,-0.5827192,0.20964888,-0.71155,1.72655,-0.52123785,0.4304558,0.92563343,-0.7642672,-0.22786333,-0.7820691,-0.50535643,1.3545368,-0.07481478,-1.44005,-1.5411139,2.3869,-3.160664,0.4289,-0.41885,0.53006655,-0.01894465,0.13768812,0.030750804
CAPN1,-0.1356,2.012891,0.55065,0.37985,0.068253845,1.2367499,0.53830004,0.9047311,-0.53715014,-0.49005,-0.11015001,0.83762646,0.48198786,0.584003,0.44660002,-0.8649,4.13973,-0.109241754,-0.35187018,5.2374997,0.44752276,-0.9502031,-0.37234658,0.4483897,0.945174,0.4106,-0.8203032,0.8679,-1.0516442,0.7868,0.53205,-0.35245857,0.5109439,0.4669341,1.3358139
CALU,-0.6787,-0.84155196,-2.3441,-1.1596,-1.3735069,-1.4297,-0.1882,-0.7188558,0.4913569,-3.13035,-0.80525,3.0948052,-0.6736946,0.14435907,0.65035,0.47215,-0.02750358,-0.555146,0.48637128,-3.3380919,0.3647829,0.8522578,-0.14202318,-0.21221316,-0.025433838,-1.2448,0.6915117,0.6102,3.5876882,-1.7926,-0.3679,0.39807123,0.236895,1.1087693,0.7350782
CTSD,0.91975,-1.3240039,-0.37039998,0.55840003,-0.54689515,-1.0738,0.77915,0.39207113,-0.18199642,1.6524501,-1.16715,1.6115532,-0.41134614,0.089827284,1.7869,0.7995,1.3687983,-0.6493518,-0.24820794,0.6727801,0.42595258,0.4672754,0.3234338,0.20289576,-0.094441175,-0.2651,2.4558973,0.2917,3.2289815,0.6516,-0.79275,0.85114765,1.9992342,-0.20760396,0.29701442
MAT2A,0.90900004,0.287034,-0.3936,-0.55189997,0.4276992,0.77455,1.04225,-0.41173768,-0.09951654,0.9108,1.34715,-3.0644796,-0.2886644,0.65904224,0.311,0.82575,0.68182206,0.07790282,0.25857916,-1.801548,0.4981499,1.4771025,0.54533446,-0.31074315,1.1837356,-1.42965,-1.7328429,-0.49469998,0.18630084,-1.6751,-1.409,1.3502562,-0.29084957,-1.0904278,1.5514526
STMN1,-1.60815,-2.2973454,-0.33115,-1.18975,-0.054727785,-2.0145,0.18810001,-0.37109932,-0.9800487,-1.1059,-1.107,-0.23262031,0.2817707,-0.22687203,0.06849998,0.11815001,5.5097566,-0.061417747,-0.3142407,-3.6892614,0.69236743,0.7487769,-0.42905843,1.895226,1.2109327,-0.06330001,-1.356567,-0.49215,-4.2391543,0.5223,-0.083599985,-1.6377374,0.9946801,-0.001742378,-0.42035556
ECH1,0.0,-1.218848,-0.024950013,0.13319999,-0.003801227,-0.22520001,-0.74345,0.8260715,-0.7055464,-0.5804,-0.34415,-4.67274,0.42765906,0.25163665,0.21599996,-0.70855004,-0.51442873,-0.37656146,-0.78519577,3.0556138,0.11900374,-0.2649124,0.40669873,-0.671511,-0.13036108,0.060399994,-3.0923824,-1.78405,0.21969873,0.0,0.48665002,0.34320745,-0.3006163,0.58062583,0.37484193
IQGAP1,-0.8491,1.319532,0.82235,0.22529995,-0.4900148,0.89699996,-0.9979,1.4344583,-0.42563075,3.48295,0.28509998,1.7000098,0.54830974,-0.157705,-1.18135,-0.81305,3.2381513,-0.5216017,-0.15111262,1.8816959,0.47712842,0.517053,0.56270283,-1.0493261,-0.05531846,-1.1491001,1.431946,-0.76460004,4.9657106,-1.5532,0.1444,-0.37373233,-0.23825121,0.15635134,-0.2478405
HSPA1A,0.4994,0.22859015,-0.32345,0.8342,0.3841139,-1.88295,-1.1285,-1.1779724,0.6903603,-0.22270003,-1.60045,3.5792172,-3.56134,0.033805735,-2.51095,0.74895,-4.6405196,0.71173644,-0.13975826,0.3924788,0.77624243,-0.69608814,-1.015814,-2.0409,0.07956179,-1.8227,3.6982474,-0.27034998,1.2439018,0.676,0.59025,-0.78237885,-0.5019518,-0.56767195,-1.0101278
HSPD1,-0.72145003,-1.126713,-0.11865,-0.15015,-0.7395348,-0.22715,-0.1711,-1.1065749,1.132587,-1.2459999,-0.3366,-3.9270947,-1.1667008,0.02690497,-0.14975,1.03545,-1.4412893,0.5202123,0.40148717,-4.2348886,0.852031,0.6145006,-1.2213216,0.1926287,0.14297819,0.50794995,1.9162788,0.1417,-0.67416537,-1.4871,0.09205,-0.25368568,-0.22915934,1.1069472,-1.3097346
CIRBP,-1.6551,-0.77490103,-0.40675,-0.24425,-0.08705419,-0.1505,-0.74925005,-0.3988923,0.33697695,0.41834998,-0.34559998,2.6003792,-0.3221556,-0.26430327,0.86975,1.3440499,0.3272192,0.101154014,-0.01196428,0.20395136,0.9031544,-0.34565237,-0.019566115,1.453782,-0.18602343,0.23449999,-2.2129912,-0.74235,-2.0506089,-1.4691,-0.1386,0.3620546,-0.7574303,-2.8766708,0.21101691
PSME1,-0.80050004,-1.5180663,-0.03985001,-0.72529995,-1.1081202,-0.333,0.4026,-1.3523418,0.51244265,-0.9456,-0.79345,1.2950504,-0.71912116,-0.26177207,-0.004150003,-0.061350003,-5.5822916,0.96134675,0.63531387,1.1223387,1.4051502,0.2050642,0.0745062,1.4887875,0.6015278,-0.47745,-1.385019,-0.6613,2.2878087,-0.5852,0.042400002,0.5306829,0.49705434,0.62979704,0.90226614
PAFAH1B1,1.6611999,0.76182187,0.52235,1.56365,1.6516242,1.22365,-0.47355,0.9623139,-0.61065096,2.03645,0.3615,-0.13646722,-0.046871766,0.0093541,1.2153499,-0.028050005,1.9806569,-0.54241693,-0.61217237,-0.34386334,0.3442857,-1.3453133,1.1079764,-0.80508125,-0.024451792,1.6365501,1.5692148,-1.47105,-2.1993785,0.6892,-0.999,0.12380548,-0.24032322,-0.90657866,0.089181796
HYOU1,0.28145,0.8095599,-0.20795,1.2979,0.814803,0.6163,0.89350003,1.8075159,-0.7139981,1.38005,2.0105999,1.6031948,0.17300232,-0.38678005,-0.19185,-0.27560002,-0.2486707,-0.6321312,-0.6273233,0.04138364,0.23411709,0.015633559,0.16739258,-0.40085235,-0.0535407,0.5853,1.1006656,-1.22905,2.5472116,0.6792,-0.83145,0.58069336,-0.2950272,0.2956732,-0.22586834
PSMD2,-0.003800005,1.0507901,0.011000007,-0.31235,-3.2945766,0.85504997,-0.55799997,-0.18587065,0.76874375,3.03575,-0.62025,5.5571036,-0.6155245,-0.4671082,-0.0899,-1.4661,1.8230467,-0.23397541,-0.39972305,-1.965059,0.72069293,1.0790919,-2.1784859,-1.2037592,-0.5286392,0.4911,5.2043133,0.70070004,3.8628852,-0.5752,1.0,0.2149482,-1.0196539,0.37286523,-0.9885976
EPRS,-1.57365,-0.62005246,0.9057,-1.0967,-0.71024084,-0.99315,0.4846,-0.2520754,0.36548752,-0.30204993,0.81845003,-1.4958458,-0.94131064,0.12495753,-1.06435,-0.155,1.4479644,-0.22382718,-0.23761699,-1.301651,0.30724356,1.0808318,1.0972677,0.19536269,-0.24781102,1.1300501,0.7884278,-0.2642,0.9491178,1.6827,1.6741999,0.15280643,-1.6494868,0.2637587,1.5804157
PSMD4,-0.52745,-1.269426,-1.90085,0.11415002,0.47778273,-0.57145,-0.6133,-1.289335,-0.27526212,-1.71915,-0.6741,1.170523,-0.32621777,0.20667773,0.28809994,0.54285,0.4655946,-0.7717138,-0.9815941,0.66771054,0.08511126,0.7617778,-0.42337847,0.99249613,-0.009824961,-1.4649999,1.6546278,1.1552999,-0.42952168,-1.0947,-0.0905,1.0282645,0.80175817,-0.31789935,0.80805516
PGAM1,-0.90275,-1.0426126,0.17545,0.33124998,0.15662333,-0.81665,0.22850001,-2.0004044,0.763306,-1.10195,-0.54034996,-1.2605964,-0.6760214,0.77288723,0.3718,1.1436499,2.2204437,0.487974,0.7626348,-1.4672899,0.48669136,-1.7126218,-0.82842636,0.20887318,-0.075236596,0.124550015,-1.5583024,0.94009995,-5.8935676,-1.0582,0.364,-0.29464185,-0.4299783,0.14660794,-1.1524822
STAT1,-0.49449998,-0.2367666,1.6796,-0.7936,-0.38292456,0.79884994,0.18335,0.10935219,0.7181828,-3.8332,0.2874,6.049961,-0.05742324,1.3408452,-2.7366,0.43605,-0.6815134,0.33666313,1.9998387,-1.9723889,-0.13047752,-0.1367226,2.0199542,1.0439559,0.20290774,-0.04305005,-1.1175313,-3.5295498,-9.793047,0.0545,-0.2004,-0.629097,-1.0015823,-0.6997846,0.42044005
FKBP4,0.00065,0.000655767,0.27535,0.0,1.9227825,0.00065,0.00065,0.001082442,-1.7418371,2.309,-0.00065,-0.5336874,0.001093495,-1.0666308,-0.00065,-0.00235,0.4339813,-0.2036758,-0.848817,0.31557572,0.094824895,0.000116457,0.17636862,-0.18235117,0.2625789,-0.6546,1.0763807,-2.51345,1.5073059,-0.0007,0.00035,-5.877971,-1.7713884,-0.0343728,0.2387684
KTN1,0.45955,1.6472949,1.0996,-0.038049996,-0.58444154,0.12125,-1.5773,1.1044536,-0.111484095,0.1074,0.53180003,1.5465919,0.9319615,-0.576946,-1.39175,-0.3101,1.5822519,0.022025324,-0.55759984,-0.33203772,-0.71788937,-0.3542109,0.01573355,-0.6986231,-0.7896569,0.8369,1.7214882,-0.41925,0.6797924,-0.4088,-0.43405,-1.017384,0.5265212,-0.010318294,-0.41147494
TMED10,-0.2316,-1.504552,-0.0827,-0.64835,-1.1900153,0.22305,-0.671,0.39115188,-1.1665595,-0.45049998,0.12325,-0.6206894,-0.21644807,0.66449153,-0.5445,-0.13915001,1.4240527,0.46489954,0.8238755,-2.35866,0.5937652,0.13112055,-0.8021019,0.8257462,-0.38097015,0.047550082,1.0744658,0.58515,0.3971415,0.2409,0.22580001,0.75793016,0.81519115,2.639645,-0.31506404
ALDOA,-0.89575005,-1.9054321,-0.45945,0.29775003,-0.2701166,-0.336,-0.58375,-1.4421059,0.5271318,-2.21395,-0.21705002,0.6350111,-0.9871196,0.12675476,0.78295004,1.3541,0.7613691,0.54747,0.75187564,-2.154061,0.72864914,0.12364399,-0.43961072,0.8299434,-0.498058,-0.4828,-1.7494783,0.72940004,-1.3640888,-0.5236,-0.25375003,1.1071253,0.41169187,0.4480422,-1.2250955
TSPAN3,-1.06835,-0.9839617,-0.4359,-0.5611,-1.9812576,0.65765,-1.1791999,-1.5282307,0.6177806,-3.5469499,-1.2479,0.93405896,-1.1491721,-0.018563507,-0.43394998,1.24545,0.24160331,0.17561425,0.5006446,-1.7969185,-0.13671646,-0.7165871,-0.07531354,0.957989,-0.24580103,-1.5497,-1.627476,1.26555,-0.36165625,-1.2178,-0.87555003,0.5629052,0.115893126,0.017311156,0.19369003
GNAS,-1.01295,-1.6251435,0.65945,-0.86275,0.51677096,-0.08835,-0.37125003,-1.4358746,0.9127582,-0.32665002,-1.054,-4.343498,-0.7358339,-0.054614663,-0.13170001,0.7013,1.57857,0.42663032,0.42038655,-6.947648,-0.12502724,-0.07937138,-0.3513817,0.6413638,-0.90553945,0.04275,-0.8749118,0.4109,-1.8526602,-0.218,-0.030499995,0.2129311,0.97747046,0.5694798,-0.20719808
HIF1A,-1.207,0.055399664,-1.2279,0.16565,0.6788106,0.29385,0.53174996,-0.018082768,0.15609857,0.34960002,-1.35985,-6.0632496,-0.2945772,1.0031644,0.4287,-2.22785,-0.18650484,-0.02227594,-0.4900707,-1.9876449,0.33686584,-1.5642011,-0.6740918,-0.6576633,0.4831502,0.73534995,-1.1739413,-1.0058,0.33121905,0.1994,-2.18065,-0.21160267,0.8885346,-1.4630187,0.6557084
AARS,1.1924,-0.17194046,0.30484998,0.33295,-0.865693,-0.31255,0.1688,-0.40960598,-0.84949684,-0.84200007,0.98025,2.5109344,-0.28185248,-0.2889649,0.23165,-1.22885,2.003022,-0.103786215,-0.26699603,-5.0563583,-0.42338657,1.6428722,1.7715275,-0.665949,-0.25604984,-0.0582,-0.22364579,0.30765,1.236542,2.9944,0.20210004,0.9394361,-0.6132068,-0.258958,2.1560512
RPN1,0.17865,-1.4694352,-0.19015,-0.034799993,1.2068181,-0.75015,-0.3033,-1.765409,-0.009591818,-0.56725,-1.46485,-0.9517015,0.13722439,0.04536257,-0.40365002,-0.06555,-0.7872638,0.14327143,-0.18656026,-2.4165883,0.33589387,1.2593783,-0.52797663,0.7119383,0.44132626,1.32415,1.3062751,-0.8919,-0.18654528,-1.2411,0.53095,0.43708146,0.44167018,0.84999,-1.0387762
PAICS,-0.06035001,-1.637958,0.14155,0.3419,-0.8105469,0.2516,-0.95484996,0.17962939,1.1900815,-1.893,-0.48165002,-2.7383976,-0.6594758,0.18591991,-2.00805,1.342,1.4077272,0.38592562,0.30826265,-4.144958,-0.26027915,0.13184917,-0.17472419,0.67515224,-0.14497358,-0.31820002,-1.2061913,0.88345003,-2.7999046,0.3474,-1.0869501,0.41339228,0.38064376,0.80126756,-0.9494219
BLCAP,-1.22565,-0.6383029,-0.96305,0.06085001,-0.24973994,-0.072650015,0.68115,0.51625544,0.4500473,0.65770006,0.3967,1.8640418,-0.3044664,0.6314034,-0.49365,0.1285,2.4889193,-0.48132864,1.2870466,9.358021,0.39189294,2.1571155,0.0711001,0.35997862,0.21562126,1.0834,-0.51701754,1.07635,-3.5902708,0.3597,0.2769,-0.38517562,-0.02421004,-2.0035672,0.720093
HADH,1.05865,1.6017048,-0.5076,0.70589995,1.6645386,0.9591,-0.20975,0.77351004,-0.9811183,-0.8619,0.73335,-2.658295,-0.4978188,0.5513772,-0.086150005,-0.028450012,-0.5719069,0.4649564,-1.1368976,-2.4517198,0.25122294,0.11971515,0.8792758,-0.8422503,1.0785793,0.484,-4.635892,-0.48755,-6.0605555,0.5846,-0.5377,0.7425858,-0.17302579,-0.57280266,1.1477237
GNAI2,0.14685002,-0.57704335,0.24004999,-0.64610004,0.47233656,-0.0946,0.36650002,-0.05629468,0.102678604,-0.2913,-1.1391001,7.7364426,-0.514553,-0.1687732,2.3654,0.4004,0.961739,0.16217507,0.69159997,2.044674,0.80050373,0.2492875,-0.76662123,2.667636,0.13256776,-0.26009998,-0.2926223,0.82670003,-0.97206473,-1.8905,0.47030002,0.46965772,-0.15959498,-0.03386894,-0.43812463
PSMF1,0.56694996,1.3804481,0.32695,1.3675,1.609854,1.28115,-0.328,0.8930145,-0.29010087,1.4393,0.13589999,0.5677638,0.42890865,-1.1099944,-0.51365,-0.693,0.28004375,-0.6451436,-0.86368006,1.2776436,-0.040812895,0.22924969,0.98908204,-1.4526415,0.21813726,0.8087001,0.88357306,-0.57490003,2.7305894,0.7871,-1.18565,0.067816265,0.19064073,-0.00537521,-0.65827817
MYL9,2.02595,1.2954626,-1.17975,1.1129501,1.1349458,0.93155,-0.34360003,0.97251576,-0.63974375,0.9301,-0.11795002,0.7238138,1.5742973,-1.039841,-0.2121,-0.18699999,-0.19255903,0.2026364,-0.40817124,1.6051333,0.46186385,-0.5276648,1.1826111,-1.0222312,-0.30899504,0.49379998,2.0505133,-0.4052,-1.0059569,1.1881,-0.3969,0.09361401,-0.4696763,-0.56376296,0.18666345
MMP2,1.9239001,2.6821072,-0.54375,1.48175,1.0079443,1.9186499,-0.29040003,1.1030037,-0.995127,2.6088,0.8852,0.30014917,-0.05750726,-0.9314507,0.93655,-0.59095,0.3654459,-0.72554326,-0.4637044,1.1320236,-0.2753775,-1.1941007,1.0184177,-0.9172531,-0.11961541,0.79244995,3.1492467,-1.0895,1.2221386,0.4717,-0.4188,-0.10988812,-0.07232171,-0.30813527,0.17261294
SMARCC1,0.43215,-0.3387568,-0.013449967,0.082649976,0.23532873,0.38885,0.42075002,-0.37475246,0.6403722,-0.1326,0.70825005,-1.1631451,0.52383524,-0.39885923,-0.20295,0.14099999,0.43156514,0.12797698,0.2489649,-2.8816614,-0.09048119,0.75648874,0.21851985,1.1662686,0.47660828,0.891,0.36987165,-0.49435002,-2.0977693,0.1527,0.6676,-0.87011385,1.0240576,0.3546725,0.17389219
TM9SF2,-0.79725003,-0.46220794,-0.3746,-0.01345,0.5851617,-0.12655002,-0.0944,-0.62585247,0.82055235,-2.0744,0.12519997,1.9937592,-0.26549163,0.07548037,0.1727,0.91129994,1.0553144,-0.024110585,0.18607923,-0.85797024,1.0236689,0.2379418,0.10698972,1.1929303,0.24487484,-0.1916,0.1040405,0.35235003,0.40603352,0.1216,0.32840002,-0.34523982,0.23473364,1.40514,0.091004595
PIP4K2B,-0.80785,-0.7247403,1.15945,-0.189,-0.2135647,-1.0315,-0.84125,-0.009331197,0.68040776,-0.4503,-1.00105,-2.8282385,-1.0306033,0.24476433,0.20575,0.7543,1.6129091,0.47972715,0.18488574,1.4285736,0.053059004,0.3834628,-0.9870771,0.32623807,0.04058933,0.10840005,-2.0836713,0.71755,-1.5342889,-0.4793,0.73325,0.76718485,-0.38583273,0.5224607,-0.012005575
PXN,-0.73870003,0.96581453,0.7281,-0.69009995,-0.17507356,0.6628,-0.29839998,0.9472143,-0.5954283,5.11005,0.3514,-0.41324505,2.9306252,0.6247127,-0.0355,-3.12425,3.514248,-0.7102318,-0.46797568,1.820863,-0.12103991,0.48942733,-0.7736053,-0.39750105,0.46535096,1.09655,1.937366,-0.003600001,2.6219769,-1.218,0.89019996,0.18739185,-1.0929718,0.323771,-0.9240516
COPB2,-1.06575,-0.76274604,0.0961,-1.0995,-0.72445124,-0.2513,-0.053749993,0.7545253,-0.25977367,0.87935,0.53985,3.1762946,0.09072149,0.21762894,-0.62125003,0.96230006,1.842408,0.5677126,0.6414087,-0.81595534,-0.18695416,-0.5304574,-0.33785653,-0.948851,-0.13070147,0.30554998,1.5619972,1.2674999,2.0224373,1.9046,0.2302,-0.85251844,-0.13573429,0.15856202,-0.24060902
