TOP2A,0.03863882,-10.0,0.2874822,-2.5885625,-2.025777,0.4885077,-8.259323,0.38103834,1.2231152,0.31071466,2.3225636,-3.9687715,-2.3260562
STK25,0.48344433,-0.9753,0.2939456,0.028843395,0.6612124,0.22143018,-2.4053862,-0.5227778,0.020594679,0.49921754,-0.043273255,0.81079483,-0.94014925
EBNA1BP2,-0.3949063,-1.3971,0.4063045,-0.46933717,-0.14013736,0.78137094,-1.3911841,0.41063684,0.48308682,0.3451344,-1.789392,-0.1579825,-0.3759638
ARHGEF12,-1.3490508,1.5654,1.3722641,-0.94085133,-0.6311301,0.3912108,0.27248722,-0.9807876,0.051408395,-1.3084835,0.47979087,0.46164468,-0.15619582
SCP2,-0.9998224,-2.5076,2.7943573,0.14670578,-0.554498,-0.17814144,-1.6942987,0.11042462,0.113266036,-0.5927024,0.29381314,-0.39287913,-0.23026234
YME1L1,-0.3636609,-1.1616,3.0831099,0.93018603,0.56781584,0.101998374,2.472391,-1.725472,0.2030024,-0.15991427,-0.48107058,-0.1262419,-1.1874447
TMEM109,0.27266482,0.0167,-0.4115703,-1.1870586,-1.2459437,0.56230754,-4.1304803,0.7585526,0.13772872,1.150529,-1.9444451,-0.66930914,-0.45544407
TPD52L2,-0.58195865,2.0686,0.85923326,0.477723,0.11714342,-0.3087306,6.145484,1.1303704,-0.10949704,0.7787668,0.6758997,0.3827282,-0.00493665
CRTAP,0.7195871,-4.7989,1.6452203,-0.5170816,-0.23912582,0.8876343,-1.3038869,0.72513187,0.91022694,-0.25397426,0.41036087,-0.06441669,-0.7108797
TRAP1,0.6961446,-7.1251,1.1571004,-1.9289557,-0.898242,0.20637904,-2.5402548,-0.7126063,0.072292686,0.6453753,-0.9711413,-0.28553694,-0.85072315
IGF2R,0.534002,1.2644,0.18606383,0.62514424,-0.03867647,-0.407824,3.1659825,0.35894006,-0.5932494,-0.7367017,0.36308375,0.6044028,0.4754247
PHGDH,-0.16168253,-4.1229,-0.06070532,-1.4826885,0.19925122,0.67233676,-5.5186462,-0.057736546,0.41903704,-0.39673817,-1.4607692,-1.2936099,-2.003727
LRP10,-0.28714663,-1.2459,1.1688426,1.6616086,0.30483645,0.13230234,1.6388636,0.18973702,-0.10417271,-1.0799015,1.4113035,-0.71963197,0.5301956
SOX4,0.24233308,10.0,1.0142019,-1.0108445,1.0779978,0.0498743,3.9536204,1.058716,0.04895043,-1.5803266,1.1072791,-0.14732622,-0.49062634
CAT,-0.63090897,-0.801,-0.4150787,-0.4898396,-0.5867079,-1.7003508,-0.7251734,-0.069084436,-0.35604903,-0.9806434,1.032548,0.732424,0.8570713
RHEB,-0.5284405,-2.9158,1.0822653,-0.49296236,-0.87552726,0.40413272,1.7092965,0.5737068,-0.065010265,-0.4785973,1.8144462,-1.9134233,-1.0727124
MAPKAPK2,0.44666785,7.8422,-1.508409,2.711876,-0.28211686,-0.356584,4.308463,0.47265336,0.97667384,-0.2893504,-1.7446065,-0.9971651,-0.04874566
SCRN1,-0.062186047,1.2754,0.6444619,-0.38334233,-0.71325475,-0.48482826,1.4212226,0.7965599,-0.7230796,-0.107989945,-0.7776802,0.2255401,0.7255893
JUN,0.5253466,3.1012,0.8007302,0.024777249,-0.17273884,-0.8899512,5.4373655,0.25998026,-0.44921225,1.4381543,-0.33608076,0.29337543,0.5538703
SHC1,1.1972318,1.6728,-1.5093486,-0.2593384,-0.5069066,-0.8556879,1.894861,0.30341595,-0.61770177,-1.0460192,-1.1091889,0.31813678,0.14360303
SQSTM1,-0.93060654,2.794,-0.033729844,1.0231584,0.7823802,0.36669567,3.1322463,-1.0397148,0.6007035,-0.8167735,-0.30484545,-0.2230618,-0.23874336
PRCP,-0.12511437,-0.3871,0.5861606,-0.47104996,0.65362394,-0.20481503,-2.3882754,0.17250122,-0.691768,-0.55502236,2.482778,-0.0896678,-0.4044125
USP7,-0.20882702,-7.5589,1.8398333,-0.16787995,-0.32073796,0.9395788,-0.48509666,-0.063571274,0.6152867,0.026297964,-0.22148585,-1.2813991,-0.7428366
NFKBIA,-0.08614805,0.2918,0.62329346,3.0901232,3.30669,-0.07998946,4.0288253,-1.2250853,0.7544012,-0.5582898,0.9375512,0.4699295,0.282428
G3BP1,-0.13181172,-7.665,-0.69651914,-0.50844455,-0.002783656,1.0189714,0.49149525,-0.6809049,1.432604,-0.06293602,-1.0441729,-0.55355334,-0.2619437
TOMM70A,-0.13837677,1.5081,0.112183854,-0.5782344,-1.3077836,0.40614715,-1.9724916,0.93187475,0.2270594,-0.48853374,1.8520203,0.7223961,-0.807019
RPA1,-0.053151757,0.9134,-1.4191954,-1.409562,1.0406729,0.4433442,-3.8438098,0.3964622,0.68078244,-1.7923207,-0.6517749,-1.6384927,-1.7603599
ZFP36,0.9302882,7.0349,0.86419404,1.2405804,1.1736622,-2.120377,4.5200987,-0.113698155,-0.3630412,0.20707957,0.92248553,0.87012786,0.70413506
DUSP3,-0.21182407,-2.1033,-2.8132758,0.47875717,0.5401722,-0.98182523,2.5709066,-3.1270955,-0.5634415,-0.7102151,-2.8438969,0.3471938,0.79241824
KDM5B,-0.13435805,-1.4078,1.33456,-0.023041666,-0.6428695,-0.7326142,0.8380893,0.21649796,-0.27101654,-0.6352153,1.6247848,1.6596259,0.0810436
MCM3,0.06060812,-1.6896,0.93077445,-1.5794675,0.274207,0.7009533,-0.3441289,0.8735353,-0.19919828,0.5354637,-2.3632023,0.3813365,-0.66698444
CLIC4,-0.3003364,3.6239,-2.0014987,-0.87913585,0.30451244,-0.72381663,0.795946,0.18550499,0.2881203,-0.2170235,0.8671964,0.045083255,-1.3203032
CLSTN1,0.46507934,-2.7413,1.1298991,0.23615512,-0.16219029,0.34370422,-4.106428,-0.87299997,0.02609672,-0.8150254,2.493489,-0.124471486,0.3150009
ID2,-0.2809003,5.0385,-0.6200497,1.1574496,1.470887,-0.13016164,-1.2609652,-1.2229168,0.019487001,-0.70622635,0.6872968,-0.71665365,0.09128179
DCTD,-0.35470122,-10.0,1.016986,-0.39223787,-1.4739361,0.68380576,-1.4192451,-0.3284681,-0.081956804,-0.38873678,-0.29148746,-0.41852608,-0.7936644
FAT1,-0.5061939,-4.9471,1.5392649,-0.6447183,-0.6428352,0.79866505,-2.163826,-1.0711217,0.47267616,-0.001467236,1.8380064,-1.4464798,-0.9680077
SMC1A,0.7549443,-2.1755,0.7625499,-1.1925656,0.34185717,-0.78637725,1.8078163,-0.8929708,-0.21389922,0.8883067,-0.6360978,-0.69988453,0.67581075
NISCH,0.27884394,-1.5774,0.64813185,1.9608063,1.2056562,0.25052214,-2.5100865,0.20116633,0.92897135,-1.0258479,1.2939204,-0.92145485,1.2550393
PWP1,0.11344826,1.1444,0.73701197,-0.028501362,-1.637545,0.003460178,-3.870931,1.3828254,0.25249666,-1.8680761,-0.39051932,-2.2273843,-0.08808807
ICMT,-0.048903093,-5.2873,2.2354598,-0.68441653,0.07504699,0.411402,-6.3283763,-0.7950345,0.33617747,0.8249106,-2.6632478,-0.30156255,-0.8876779
RUVBL1,-0.02841564,0.1616,0.8922149,-1.5243397,-1.790209,1.3554864,-4.0403323,-0.8925246,0.413493,-0.18273276,-1.7173288,-0.7553729,-0.024861723
MBTPS1,0.5861322,2.2883,2.014765,-0.5991987,-0.58274263,-0.993893,1.3879943,1.7785035,-0.39819068,0.23613143,1.2105348,0.4595771,0.8690839
INSIG1,-0.84018886,10.0,0.037563957,2.061545,-0.09725354,0.13606837,0.9801893,-0.9421828,0.0687494,-0.01463745,-0.10360223,2.2090495,4.0387015
