DAXX,-0.72852945,-0.5407696,1.3748436,-0.001121784,1.5816498,2.1259694,0.95610094,1.1441296,0.07288292
ELAC2,-0.6889086,-0.4355256,1.0494388,0.7880282,-0.26306164,-0.21015689,-0.4708956,0.6694475,0.30274522
NCAPD2,1.0432427,-0.35254008,-0.71434677,-1.3614533,1.9036056,0.95308995,-1.8715117,-2.0221004,1.6889725
EFCAB14,0.57852834,0.54431736,-0.35664877,-0.66387576,-0.24634862,-1.1561328,-0.64293194,-0.7989702,0.17675966
DDX42,-0.6597849,-0.42483696,0.21863443,0.84429383,-0.8953357,-0.22025079,0.35567382,0.107946485,-0.71263
LBR,-0.15317827,-0.5975853,0.18401933,-0.27742937,-1.102129,-0.11884439,-0.1799317,0.80945945,0.42895564
SH3BP5,0.49468124,0.21448058,-0.2458063,-1.3601422,-0.38169476,-1.3246975,-1.2041662,-0.9651737,-0.122018516
UBE3C,-0.61040866,-0.12441087,-0.13948944,0.28486192,0.5614641,-1.0152936,0.39940014,0.89927435,-1.2397934
SCARB1,0.94252884,0.012389928,1.0231476,0.35730988,0.060193475,-0.5648444,0.5894994,-0.5830909,-0.13976863
SCCPDH,0.98449606,-1.0457069,-0.26186118,-0.31582168,-0.46185404,-1.2012413,2.4652,1.3828806,0.4579795
SMARCD2,-0.69828963,0.3759709,0.3062438,0.6479838,-1.3300872,-1.5619216,1.4756413,0.570827,-1.3178188
NET1,0.759372,-1.3184582,1.8100085,-0.83995515,-0.38723773,-0.15892655,0.6624614,0.67868555,0.542699
HDAC2,-0.75463974,-1.9922984,-0.21807474,2.3002648,-0.3970284,0.35240534,1.3924482,1.0458136,0.21137667
HSPB1,-0.9932674,-0.13115849,0.002299175,0.000722332,0.11731452,-0.70904005,0.000229115,0.4401781,-2.8220723
LIPA,0.17230874,0.70920324,-0.77917224,-0.9249546,0.001067936,0.35495767,-0.21431258,-0.30142993,0.13230959
BNIP3,-0.6048616,-0.09079388,-0.76621175,0.7919459,-1.1106513,-1.3356912,1.5548058,-0.09723831,-1.6014946
CDC25B,-1.396247,1.2246189,1.3336241,0.08304666,-1.1759549,-0.7177253,0.6231466,0.09803775,-0.36728135
ATMIN,0.27357215,1.189609,0.6251495,0.67567974,0.5001503,0.22314438,0.25928792,0.19487782,-0.95789737
TOMM34,-2.527621,0.13797459,0.693565,-0.8959204,-0.8076581,-1.4728725,1.5301262,0.43782008,-1.1733513
MPZL1,-1.5611448,1.3285936,0.82014537,1.0296333,-1.2683663,-0.25977463,0.59609157,0.87624687,-2.1038196
IL13RA1,0.8538473,0.9882666,-0.87104195,-0.19131728,0.9957737,0.238007,-1.4926574,0.5512714,1.0246775
PSRC1,-0.1522245,0.17884779,0.53341436,-0.45559168,1.737805,1.438486,-1.157351,-0.7168976,1.2437265
UBE2A,-0.8931314,-0.4989724,-0.18993565,1.623872,-0.67168695,-0.40674946,1.0313421,0.7635346,0.7652451
COASY,-1.1003305,-0.43829376,-0.6224435,0.21266256,-1.4863148,-0.7266465,1.417651,1.23881,-1.0074139
LRRC41,1.0015945,0.5859867,-0.1827365,-0.35479605,0.9489758,0.31872398,-0.99553716,-0.85247993,0.9594053
MYCBP2,1.1659017,0.6533661,-0.5243464,-0.6284976,1.7958155,0.7983739,-1.2993895,-1.6625794,1.6299565
RBM6,-0.16376522,-0.73045754,0.031940967,0.071619615,-0.092443526,-0.13752642,-0.35049507,-0.12608245,0.36434996
PGM1,-0.9206982,1.7675543,0.71490514,1.0501968,-1.7273966,-4.3798795,1.7381568,0.8006622,-2.4152825
MYO10,-0.68821037,-1.505507,1.048068,0.97004896,-0.88904977,-0.8575294,0.05407551,-0.18863621,0.36070186
RSU1,-0.6433504,-0.9448727,-1.0292617,0.32733583,0.3868202,1.7456518,-0.46676812,-0.3544699,-0.15190814
EGFR,-1.2038798,-0.3017682,1.3135523,-0.5461082,-1.4742973,-0.21541326,1.122154,0.52501976,-0.65570354
KIAA0196,0.032848805,1.6208446,-0.6180395,-0.93030477,2.5731921,1.1507598,-1.4750885,-0.80533516,1.2028704
EXT1,0.2999837,0.6786679,-0.6283463,-0.01044145,2.000356,0.10379641,-0.7052697,-3.4124823,-2.9234753
SPEN,0.3695943,-0.4223724,0.22354987,-0.101842366,-1.4894948,-0.2653069,1.4004728,-0.46409065,1.2103605
PTPN12,-0.75336725,1.094712,0.972052,0.786689,-1.7673398,-0.81099486,0.94268703,0.850157,-0.9688351
TWF2,-0.24876705,0.690055,-0.15329163,0.91195905,-1.9801409,-2.188213,0.7346896,0.341986,-1.744129
TJP1,1.5144713,-0.68159884,0.34857923,0.7249762,0.0877931,-0.44836217,-0.31190842,2.4788246,-0.6939087
MEST,0.23458584,-0.5372391,-3.376589,-0.052411802,1.7579173,0.004870285,-5.698612,-3.086128,1.3221076
ALDOC,1.3298061,-0.41667706,-0.7541685,-0.6624877,2.093412,1.8741372,-1.2023815,-1.2315804,2.1383324
KDM5A,-0.92385346,0.637686,2.1008673,1.4837637,-0.82430595,3.5389872,0.8034256,-0.27058458,-0.12499115
RAI14,1.3407688,-0.7164743,-0.8864575,-0.79851115,1.4601879,0.26208234,-2.092624,-0.55858415,1.8066089
BIRC2,-0.47730306,0.64547956,-0.18056966,0.8374172,-0.37543896,0.7059963,0.3583798,0.66415673,0.41359445
CTSL,-1.7318075,2.3885543,0.7673578,0.6471049,-1.9170827,-1.9040585,0.8688878,0.31351367,-1.5565051
PAF1,-0.3864038,0.7724008,-0.3322231,-1.7145884,-0.018107712,-0.021389604,-1.5860279,-1.0347936,-0.73764855
BIRC5,-1.4678112,-2.0450447,0.11764492,0.4860172,-0.6877277,-1.0488958,0.77944905,0.72835517,-0.96991765
RALB,0.058748156,-1.6838188,0.06884612,-0.55736727,-0.5739813,-0.10171342,-0.58776766,0.29538333,0.85428023
ARFIP2,-0.89431906,0.009429634,0.16137704,0.65371996,-0.9528169,-1.0497673,1.23787,0.49420273,-1.8525919
ARHGAP1,-0.91492283,-0.0914319,1.1392455,1.9250044,-2.0534258,-2.0101821,0.43617368,-0.05793319,-1.7562983
CPNE3,-2.281507,0.12908208,-0.5874365,0.9674112,-0.40542698,0.39372316,1.0919997,1.1460421,-1.9983027
ABL1,-0.6638292,-1.727674,1.5576527,0.7459088,-0.9077578,-0.13967729,0.5052994,-0.3009961,-0.48736867
TRAK2,-1.310982,0.76692855,-0.40298036,1.053579,-1.6268563,-0.3042407,2.1569796,0.09896849,-1.077254
PYCR1,-1.1176214,-1.5777484,0.4203245,1.5963142,-0.38427788,-1.3003334,0.67583495,0.14740607,-0.57199246
NUP62,-0.7996409,-0.8276374,1.537488,1.1813061,-0.75431925,-0.6593376,1.5581522,1.0218234,-0.9982316
PCM1,-0.82188946,0.70118195,0.60931474,0.8729096,-2.57717,-1.1081041,1.660122,0.6508309,-3.3276806
BLMH,-1.247108,-0.64101756,1.8144531,0.7025987,-0.9832966,-1.0129613,0.075676456,2.08771,-1.1041311
MVP,-1.2766596,1.3517283,0.7191545,0.42452666,-1.4165702,-1.3835497,0.83103406,0.24784914,-2.304116
NUP133,1.1416411,-0.98984766,-0.87224364,-0.50436646,0.007146239,0.6624955,-1.1312591,-1.8922294,0.92409897
PLOD3,-0.16583094,-0.11411989,0.83345413,-1.98804,-1.156649,-0.60297173,0.71239036,0.116175205,-1.4131109
PPP2R5A,-0.2965588,0.3672486,-0.6060693,-0.72439355,0.17039512,1.1935234,-0.1909311,0.5334615,-0.3116541
NUP93,-0.9273448,-1.1742518,1.5243683,0.56542414,-1.8999934,-0.211225,1.9087654,0.9523285,-1.04905
ARL4C,0.323588,2.5828645,0.33696005,-0.25801593,1.845861,2.7730033,-1.0176797,0.016041309,1.24865
KIAA0907,0.1329101,0.005290538,-0.52021337,-0.53059393,0.84045184,0.28163454,-0.9278138,-0.4782921,-0.9694207
CRK,-0.94683796,0.48802674,0.09241505,0.52757174,-1.4439805,-3.5874548,1.1266478,0.5066912,-5.7259884
CHERP,-0.6180397,-0.6880478,1.5822213,1.0628797,-2.4773428,-0.95372105,1.4697336,0.40658027,-1.1717367
PLK1,-0.71344537,-1.2000825,1.0812652,0.12289159,2.019739,-0.4873504,1.4143522,2.8506427,-1.3531483
TRIB1,0.6997385,0.66548073,-1.0191314,-1.2703172,-0.017749697,1.3740454,-1.0828388,-1.7764306,1.2090915
CDK4,-1.5342834,0.48695084,-0.79548126,-0.93427634,-1.1696609,-0.93416965,1.3034629,1.3115318,-1.4984267
STXBP1,-0.8902484,2.7200933,0.28295466,0.9703389,-1.625232,-0.61947227,1.1266148,0.4043781,-2.0072553
VPS72,0.3869738,1.1121925,-1.0846581,-1.6569583,1.5578994,1.3092133,-1.4658144,-1.5526143,1.2884545
HSD17B10,-1.5001223,-0.8011941,-0.49800557,0.47405824,-1.212451,-1.3581774,0.7560816,0.9396248,-3.2088423
CDKN1A,-0.8592434,0.68325424,-0.61425996,-0.36934644,0.1381333,-0.4638989,1.0531315,0.63479036,-0.8483514
COL1A1,0.032959227,0.47695202,-0.03747782,-0.012577762,-0.79743946,-1.2304752,0.3550128,-0.22857636,-0.37473238
SENP6,0.35727993,1.5716834,0.75982016,0.5959518,0.5109997,-0.01736939,-0.34183538,-0.83566463,0.6167369
ACBD3,-0.67065823,1.5186739,1.1257534,1.1884786,-0.6987622,-1.0061752,0.72736955,0.5860799,-1.0540607
CSK,-0.81874675,-0.31756675,0.3554572,0.6076519,-1.6342732,-0.89979696,0.24350348,0.1726897,-0.8005858
CSNK1E,-1.3338025,1.3383813,0.7687267,0.15533122,-0.8369396,-3.0067267,1.5029545,0.33903605,-1.6341188
