x,2123,2187,2478,2662,2708,3363,3902,4091,4114,4211,5311,5394,5426,5453,5743,9703,11683,36462,57469,60198,60699,71384,123631,176871,208908,216326,354624,387447,444795,644241,3062316,6450551,9826528,11525740,11626560,11960529,11977753,24748204,24856436,24964624,25126798,42611257,3690,46926350,3385,444795.0.1,2094
RPS6,0.1688,-1.1158634,0.66398144,0.3977537,-0.19284858,-0.20664527,0.0,-0.5094409,0.0,0.000684604,-0.35660732,-0.25133514,-0.054307073,-0.47353873,-0.5708177,0.000217457,-0.9003887,-0.15381831,-0.16505398,0.3151773,0.0,-0.39869386,-0.3589256,-0.26066816,-0.059146352,-0.5851145,-1.6784161,-1.0336304,0.45106038,0.7068183,-0.04116275,-0.42284924,-0.2968121,-1.1314552,-0.16242236,0.0,1.251057,-0.65308696,-1.1294754,-0.060039222,-0.37252572,1.2484221,-0.525306163,-1.244585281,-0.501631352,-0.027708201,-0.374116664
USP22,-0.43824998,-0.36756027,-0.31161216,0.28445613,0.11950332,0.38628218,-0.29756418,-0.5636259,-0.05498068,1.2949384,-4.4441566,0.11818761,0.80883026,0.50907975,-2.1190548,-0.34854996,0.20197928,-2.4124863,0.6100476,0.5125453,-6.345909,0.81697524,0.32620943,-0.47897595,0.10451552,0.6913364,-0.44471794,-4.5762625,-0.43260956,2.0173585,-0.24053979,0.21824482,-0.15392731,-0.58924246,1.6601304,-0.8191634,-1.3098105,0.018793996,0.45806548,-0.019150138,0.5613095,-0.71634436,-0.674252948,-4.232399866,-0.119036344,1.078194618,-0.058398516
APP,0.23304999,-0.06598558,0.3911662,-0.91069746,-1.7641668,-0.10198781,0.20739974,0.025186867,1.3086809,-1.050161,-0.29837188,-0.88008267,-0.53489023,-0.037774026,-0.188015,1.4160993,0.2539907,-0.5673924,0.12252515,-0.30675203,1.8948476,-0.92109907,0.3224104,0.2425623,0.22538956,-0.46429175,-0.19770315,1.3923616,-0.005883455,0.97492397,0.3857165,-0.2831706,0.04363434,-0.008510351,-0.1849132,0.2552423,1.9721241,0.45345545,1.3071022,1.2817645,-0.173085,2.5228534,0.046485696,-2.059342203,-0.353908263,-0.039275341,0.327811712
CLTC,-0.019625008,-0.030066583,0.06391616,0.46278706,0.17638873,0.336423,0.99569315,-0.3413224,-0.17662013,0.9310993,-0.5521719,0.85281765,0.33571768,1.372979,-0.958587,-0.4359975,-0.4174449,0.9349333,-0.034093827,0.6680932,-1.5034225,-0.13032916,-1.3024951,-0.74768704,0.5392958,0.24113274,-0.5279864,1.2103405,-0.29512668,0.2453827,0.43988305,-0.35390398,1.0447563,0.064676106,0.392957,-0.8905491,-0.5814724,0.3004725,-4.2871437,-0.27796802,0.47550422,-0.44183576,-0.14332113,0.139566476,-0.124476848,-0.796564102,-0.285813925
MLEC,0.23107499,-0.4275713,0.6293969,0.2126315,0.40069908,-0.8879447,-0.49527067,-0.1388622,-0.058895364,-0.033111274,-0.08784893,0.89495516,-0.037823975,1.232664,0.38374168,-1.3955642,0.47312573,0.838454,0.33011132,0.095676035,-0.84101677,0.14225689,-0.28524128,-0.5012553,0.57748586,0.27002537,-1.136841,-3.2369952,1.4266866,3.9633253,-0.8717538,-0.2317405,-0.46731603,-0.3065619,-2.1627896,-0.004339621,-2.3988948,0.05891504,-1.5834908,1.2238483,-0.006405838,-0.49168015,0.239795339,-1.051929662,-0.943862696,0.223461792,-0.10155177
CSRP1,-0.014625004,-0.2554564,-0.3981251,0.18629572,0.86211884,0.42767233,0.29109445,-2.3676276,-0.39966488,-0.38755623,2.5699077,0.17226133,0.7214203,0.121507175,-0.6219125,0.69718117,0.8389294,0.3136065,1.0042574,0.17345423,0.3413603,1.1761949,-1.1389352,0.2839216,0.53693545,-0.8698345,-2.4260945,-5.2344503,-0.40181914,-2.9326062,0.3124653,0.1041017,-0.088260755,0.20029567,-0.081451036,-0.4925326,1.3128067,-0.40301323,-0.2683,-0.68710655,-0.79285276,-3.72092,-0.578202481,-1.701458235,-0.162794446,-0.119232699,-0.207703434
CALM3,0.387825,0.94637406,0.5841318,0.2521623,-0.5871406,-0.24436674,0.7617149,0.57764506,0.44874474,-0.91638064,2.1192527,0.03665916,-0.24457943,-0.3091545,1.2124972,0.002038777,0.6897645,-1.4047182,0.12290317,-0.57023233,0.7003813,-0.871606,0.9456854,-0.14358598,-0.6340497,-0.4463514,0.33230203,3.8074546,-0.20043272,-0.6623069,1.2292695,-1.2131814,0.05583179,0.86943716,0.58730936,0.13211389,-0.166385,0.5369214,1.2568529,-1.5703448,-0.41019192,0.3347523,-1.088686246,-2.292254583,-0.097778733,0.85522759,0.0286252
PTPRF,-0.04565,0.60852563,0.01752004,0.1755769,-0.91120774,-0.31558785,-1.5790465,0.67019176,0.46697426,-2.1024384,-0.7587052,-1.7051624,-0.89557964,-0.98376787,0.5139644,0.12898211,0.6634644,0.15265723,0.07817209,-1.0245447,0.3080513,-0.7711228,0.5570865,-0.060952034,-0.77235585,-1.0710382,-0.2461428,1.8815925,0.23252542,0.5310844,0.6185701,-0.14285885,0.27540943,0.5644285,0.052608542,-0.48281553,1.4013867,-0.29110682,1.3557109,0.7852639,-0.40025872,3.361223,0.316003329,-1.664766039,0.225166894,-0.33702451,0.031986096
DNAJB1,0.17397499,0.27703017,-0.79411495,-0.6187731,0.1458357,0.25581855,0.38564765,-1.0217772,0.35381263,0.6297126,8.151,0.027420178,0.10829987,-0.112511516,-2.5614314,-0.7028761,-0.4878641,0.83760166,-0.04597483,0.7817001,-2.1114125,0.12454417,-1.327198,1.0839132,-0.20009878,1.5455573,-1.995083,7.7582254,5.23e-05,-0.71179646,-1.7203214,1.0678589,0.2777867,-0.6205474,-0.15252435,-0.9795662,-1.4167731,-0.9462576,-3.2210612,-0.62495106,0.23764929,-2.1296558,-0.139565566,3.68317306,-0.201879928,0.102562338,0.573856042
XBP1,0.288675,-1.0508109,-0.885003,1.7480619,0.100852504,0.2704773,0.3464741,-0.7956197,0.16919081,1.1664108,-5.0021462,-0.08572033,0.17053819,-0.57298887,-0.2090303,-0.47431982,0.5425844,-2.7004602,0.1420507,1.1126459,-1.344168,0.54170185,1.3687751,1.0048556,0.15373231,-0.22603619,1.4323741,-0.6569135,-0.5182463,5.310301,1.7143729,0.38073534,-0.9887153,0.8058434,0.68872476,-0.9665327,-0.8694938,-0.72618175,-1.5460459,2.8285685,1.3687446,0.043085933,-0.817573854,-1.054401874,-0.233625311,-0.742993236,0.808919035
GRN,-0.36385,0.28236726,-0.59450424,0.6829968,0.9658997,-0.82676494,0.04347697,-0.41463512,-0.8467231,0.4668157,5.1349936,0.23257926,0.11609545,0.40374988,-1.1047251,-0.002833962,0.36217025,-5.553274,0.03747121,0.00402683,1.2910366,0.033342674,0.5988323,-0.120238215,0.3438867,0.01742933,-1.9546405,1.4776096,0.12034715,2.487858,1.7717166,-1.0148418,0.70672274,-0.036687255,1.3908839,-2.3529842,3.5709648,0.19070011,0.9863689,3.3241377,0.15794066,4.2174406,-0.319140675,0.413397794,-0.69341418,-0.028971665,-0.115215885
HK1,0.31485,-0.9611363,0.460997,-0.54907274,0.69986105,0.23456362,-0.052741125,-0.91471964,-0.1587095,0.7350205,-2.1031475,-0.1431808,-0.07141344,0.9465654,-0.56070215,-0.13884744,-0.0800295,0.14363277,-0.030471489,0.29556447,-2.1494396,0.24933916,0.015652403,-0.03769038,0.76234686,0.21218885,-0.11283091,0.13056344,-0.16808897,-1.1089289,-1.1884818,0.4497918,-1.029614,-0.90068936,-0.600912,-1.0363876,-0.6832433,0.17944884,-0.4064896,-0.6759861,-0.014709039,-1.3367996,0.298347778,-0.640411446,0.326125672,-1.305259109,0.655178501
KDELR2,-0.020250008,0.36371267,-0.61921656,0.12535933,0.8114804,0.06271403,-0.44619828,-0.8399242,-0.9195566,1.4406726,-2.0657508,0.48779842,0.3202229,0.09944271,-1.8854046,-0.90776837,-0.91930413,0.28789502,-0.23345514,0.28535274,0.51748586,0.8671477,-0.6319928,-0.9870385,0.24008366,0.004025608,0.29471377,-0.15846884,-0.6275095,2.1278677,-0.665431,0.038023405,0.51536465,-0.61615384,-0.7403015,-0.7287448,-1.5443283,-0.088389985,0.2865367,2.9396832,1.0597742,-2.6352038,-0.118458082,4.151868065,0.14831861,-1.080928802,0.186759608
SKP1,0.083900005,-0.5322936,-0.1979112,-0.28039682,0.47305328,-0.07636019,0.39352608,-1.427427,0.07055409,1.6714163,4.9100018,1.0506299,0.29798985,0.05283025,-0.5056957,-0.71883714,-0.27237874,0.5073231,-0.3472382,0.7066405,0.84927964,0.20713994,-1.0233527,-0.74565214,0.82562697,2.4381535,-0.22017863,1.3117722,-0.15487298,-1.4481802,0.038778663,0.8499681,0.47471935,-0.77874625,0.5511205,-0.6612414,-1.1051528,-0.10699274,0.5436342,-1.2606504,0.19670321,-0.46401626,0.757007283,1.241760863,0.059184966,1.030825615,0.383704999
CAPN1,-0.17795001,-0.3398677,0.266535,0.8754821,0.13463253,-0.339166,-0.15535794,-0.7242803,-1.2410258,0.46865642,-4.638506,-0.030877456,0.62020105,-0.11943289,0.86197656,-0.05205041,-0.48153913,-0.20230576,-0.08620587,-0.6380894,-0.666497,0.39848408,0.4362035,-0.10696215,0.23315877,0.10217035,-0.99821615,-2.459631,-0.04980953,-0.30108896,0.9907544,-0.26124525,1.3221171,0.1277344,-0.19536516,0.11018301,1.0641227,0.5167352,0.7637328,-0.4492623,-0.6792395,1.1165316,-0.551406455,0.54123698,0.656830428,0.35159567,0.069550329
CALU,-0.18747501,-0.7430923,-0.6578157,0.43642354,1.0609864,0.08791506,0.5159767,-1.7005155,-1.1166546,0.7773354,2.2561383,-0.52429414,-0.050347656,-0.5427012,-1.3704846,-0.69252264,-1.2687135,0.46912828,-0.42630506,-0.17182249,0.49293584,0.26836044,-0.51542616,-0.47240108,-0.1434945,0.14789417,0.35010904,0.32660317,-1.0421914,2.0929542,-0.863895,-0.04830598,-1.1024387,-0.936805,0.4284693,-0.631069,-0.13179952,-0.001856223,-0.1042632,3.2462711,1.2904611,-3.1418304,-0.104253442,-1.296175952,-0.498720584,-0.746985912,-0.311894516
CTSD,-0.22259998,-0.54924285,-0.46866584,0.32865712,0.89679307,0.33372962,0.50117975,0.03186007,-1.2668738,0.8760614,0.1967338,-0.0589018,-0.6800411,-0.006662101,-0.68189687,-0.26600334,0.118205056,-0.77557456,-0.517854,-0.2303722,1.2548629,0.2808173,0.542217,0.68604815,0.7887652,-0.70235735,-1.9733826,-0.8270179,1.0686736,1.0732949,0.99754965,-0.80808944,1.7977934,0.28777218,0.7028511,-0.9212096,1.459471,-0.9061003,-1.0341773,1.4514719,0.036313273,1.7364929,-0.489123436,-1.088611785,-0.42402456,0.104287356,-0.012697087
MAT2A,-0.767975,-0.6491845,0.008165658,0.30396712,-0.025635868,1.0814584,0.7486572,-0.6561187,-0.6420914,-0.17823301,-4.121968,-0.09912303,-0.41946137,0.8184141,0.0944401,-0.17759363,-0.07070336,-0.28335807,0.46346897,0.03042525,-2.9779663,0.99899465,0.43184572,-0.090159096,0.782205,0.23106915,0.62327933,-1.2179044,0.5081841,-1.8516626,-2.3671565,-0.6508916,-1.7823671,-0.077644944,-3.252949,0.2471007,0.7215519,-0.35406718,-2.4171188,0.30401576,-0.15500422,-0.5037114,-1.811583034,-4.981881103,-0.597184871,0.5849576,-0.937564967
STMN1,-0.297475,-0.008532029,-0.8461766,-0.54477775,0.19870338,-0.99694765,-0.3709621,-1.0696225,0.75925595,-0.25876275,0.47449043,0.747801,0.33193958,1.3962227,-0.36669424,-0.4028612,-1.2146164,-0.3115043,0.7782383,0.7371348,0.69938767,0.15017638,-0.19237593,-0.50029194,0.82482815,0.4867136,0.35349083,-4.958095,-0.10065378,-1.6160307,1.1157191,0.21877307,1.3440356,-0.037569787,1.3278776,0.7613716,0.18195206,-1.5080098,-1.5195181,-2.2030077,-0.58657366,-1.1568899,-0.169238506,-0.802172791,0.381348724,-0.793288648,0.377764173
ECH1,-0.34412497,0.023801118,-1.192871,0.972583,0.21167621,-0.121469975,-0.547694,0.000856191,0.79267704,-0.5220289,-1.2881373,-0.15515381,-0.20785663,-0.8255466,-0.023616686,0.2479181,0.48503837,0.17833006,-0.7375792,-1.4990532,0.6032737,-0.16805135,1.5522591,0.4574358,0.001975596,-0.54417706,-0.982938,-4.251355,1.1303731,6.8337574,1.4770217,-0.28253606,1.2640088,0.7230428,-0.21573506,0.20384386,0.7777208,-0.91415566,0.6024514,0.8224181,0.09012413,5.28216,-0.985848901,-1.141369158,-0.612550801,-0.32626608,0.534669556
IQGAP1,0.498925,-0.18445656,-0.26155978,0.5576886,-0.20462684,-0.17812288,0.66798675,0.2992183,0.056806847,-0.50443244,0.10971041,0.03537044,-0.11885157,1.1413538,0.89669317,-0.6800206,-0.07609795,-0.7033634,0.34282303,-0.6893115,-0.1278505,0.21837072,-0.12468493,0.5323076,-0.6003825,-0.33091778,-0.043457,-0.2082715,-0.020155422,-0.35465243,0.31321812,0.2983526,-1.4081216,-0.17979217,-0.21475741,-0.34340054,1.1901007,-0.14234889,-0.4645942,0.6607131,-0.8231054,-0.692668,0.285660073,2.731874797,-0.117742086,0.509435177,-0.3061396
HSPA1A,-0.4764,-0.43557873,-2.4968596,-3.337199,-2.2618423,-2.220883,0.004640341,-2.4651287,0.057411868,1.2366822,-2.5777903,-0.26605177,0.36216837,-0.17860338,-2.6353989,-1.5832893,0.62117875,-1.6509124,-1.0264418,1.2104974,1.2179652,0.4589014,-0.5998917,-0.3335326,0.09473498,-1.2015507,0.85786515,6.239031,-1.5931914,2.4576502,-1.1291901,0.3057503,0.9641864,-1.2259371,-0.19237043,-0.98867863,0.029002473,-0.39346302,-5.0827756,0.8915323,-0.9533148,0.16527106,-1.147851194,0.16601362,0.055905806,-2.226951122,-0.29556474
HSPD1,0.38137498,-0.68254304,-0.6531078,1.3591378,0.8042696,0.114775434,0.5269856,-0.46829015,-1.2293372,1.0284905,-5.2272024,0.4931648,0.172569,0.38658464,-0.6539407,-0.6165186,0.010873765,-1.2134463,-0.058283783,0.5233359,0.5308034,0.907884,-0.9390994,-0.25291398,-0.11037882,0.6106566,-0.15194939,2.443497,-0.4273714,-2.5225616,-1.3697706,0.6208398,-0.27526504,-0.5416292,-0.87819964,0.3777457,-1.6116598,0.8578299,-0.74417317,-2.2370515,0.9095712,-7.3795805,0.409529747,-0.773934601,0.142863474,0.940104485,-0.35468784
CIRBP,-0.25747502,0.044716205,-0.13860242,-0.361668,0.63613045,1.6455376,0.1458827,-0.32517052,0.24803391,1.0226393,6.6519775,-0.079046436,0.18881556,0.006544709,-0.24313384,-0.70195425,0.08123204,0.10834312,0.65843725,-0.28349876,1.1032219,0.52839285,-0.5162647,0.66244,-0.04898064,0.66759866,-0.7413633,-1.2510729,-0.018381543,2.386753,1.0780942,-0.26020095,2.0914636,0.9964252,-2.2849844,-0.055405013,3.5166662,-2.3312957,2.5777793,1.6143099,-3.2930655,2.3828256,1.466085946,-0.68204606,-0.329672472,-0.302830428,-0.042716664
PSME1,-0.203525,-0.26724762,-0.8058735,0.062423773,0.92756397,-0.7050789,0.17688175,-1.4707191,0.3678862,0.66336524,1.7294478,0.07279426,-0.19880497,1.482987,-0.5535495,-0.12955609,-0.048305176,-0.67308223,0.09760046,0.48316747,1.4081331,0.6620473,-0.34963614,-0.4102191,-0.005850971,0.6261703,0.07318619,-4.941956,0.15067759,2.1893241,-0.25811732,0.08304655,1.2739209,0.25115612,0.24232846,0.73894805,0.49683648,-0.7422715,-0.3591128,1.2108116,0.2629535,1.9272449,-0.403008046,-2.784539956,0.566810583,0.452592731,0.089536009
PAFAH1B1,0.819875,0.31515533,0.85021144,-0.9032854,-1.0539584,0.001698814,-1.0915389,1.0611372,1.5883417,-1.9113901,1.0946412,-0.67347604,-0.3333564,-0.76302445,0.591298,0.9905507,0.41777974,0.70361084,-0.09435588,-0.66084766,-0.6832025,-1.2542459,0.6919752,-0.16814354,-0.3042078,-1.1138611,1.1519158,1.8764856,0.27773437,0.03537689,0.41965213,-0.034144044,-0.48497206,0.27702478,0.97631454,0.55971414,0.97031474,-1.2246604,0.8388547,-0.015862525,-0.3183375,2.4215436,-1.184964742,0.793903859,-0.402849612,-0.418325603,-0.409848426
HYOU1,0.21409999,0.32917932,0.2953828,-0.7301339,-1.4837613,0.22466311,-0.7705152,0.027535379,1.9951353,-0.62222254,1.8165902,-0.019622678,-0.5005508,-0.56495965,0.16263518,0.42492372,1.0409368,0.42250967,-0.50149524,-0.39670768,1.3950924,-0.45639634,0.1749697,0.2811603,-0.2517844,0.4179802,0.5797992,3.4854054,0.47320163,4.3557515,0.25951317,-0.36776525,-1.324055,0.2256074,0.7815641,0.21540701,-1.021591,0.3625699,1.0930258,2.6532273,-0.56583,0.98991585,0.779989639,1.341839644,0.31060614,-0.204951435,-0.058740421
PSMD2,0.444475,-0.66354156,0.031240195,0.07548568,-0.09077856,0.47497615,-0.12847969,0.6017531,0.5765177,-1.1040208,2.9021752,0.20091026,-0.12515604,0.1997025,1.04028,-0.3092055,1.4006851,0.2053211,-0.2812027,-0.8111146,1.360057,0.5938296,0.121439144,1.9746743,-0.057483345,0.74020135,1.9222159,7.241272,0.41359952,-1.7438201,1.1729445,-1.1312277,-0.34730658,0.1924291,-0.21226944,-0.1554389,-2.7123141,0.5767596,1.417692,-2.1811066,0.3642683,-2.0197296,-0.418895389,1.203102105,0.433303002,-0.347729772,-0.497087142
EPRS,-0.013024986,-0.4751188,-0.06760951,0.91553074,0.4612568,-1.018783,-0.224519,-0.6761928,-1.3356235,0.368884,-1.89628,0.005789343,0.07902831,0.4493947,0.3119783,-0.72656405,-0.08205223,0.046208158,0.07265884,0.33722353,-0.03663984,0.42612284,1.5404625,1.9027842,-0.35098913,0.18232659,2.1525548,-0.6971083,-0.98986304,2.1956096,2.9779284,-1.7998224,0.50184953,0.57359177,-0.8380839,-0.35107902,-0.79729843,1.1277269,-1.7329098,1.6767788,0.40238374,-2.1359005,0.019395558,0.631215203,-0.235772805,0.019663557,0.008142331
PSMD4,-0.05035001,-0.40041134,-0.3505459,-0.17337126,0.50600934,0.54578304,0.9799396,-1.3580253,-1.2229899,1.9223578,2.2335439,-0.044539757,-0.01576776,0.48659226,-1.0578309,-1.28115,-0.92961574,0.3897457,-0.08806863,0.29978865,1.2755677,0.6169346,0.19927785,0.59693116,-0.49863666,0.12800707,-0.85293484,1.0133024,0.25704575,-0.48955595,0.8045702,0.13850719,1.2935787,-0.38983425,-0.4101759,-1.3019353,0.24524342,0.062352672,1.435924,-0.4103259,0.1890838,-0.46328393,-0.21025525,-0.292818403,-0.792848063,-0.12039388,0.292441327
PGAM1,-0.38892502,-1.098886,-0.9227052,-0.63039786,1.0163144,0.48711187,0.46240497,-0.96985483,-0.8357287,0.83586884,-2.1708627,0.67173046,0.105450064,0.74516726,-0.3226834,-0.3380922,-0.91060936,0.067771,0.11784963,0.59297246,2.102722,0.6716435,-0.15129106,-0.35853663,0.8411907,0.7157966,-0.7519217,-2.526121,0.7153338,-1.4816668,-0.35275653,-1.5814515,0.24065581,-0.50775224,-0.74526316,0.21369325,-2.6520872,-0.016480505,0.23491323,-2.583647,0.7380081,-4.03483,1.111504103,2.120326887,-0.396974977,0.861808479,-0.000834804
STAT1,-1.237325,0.904265,-0.13295001,1.5366199,-0.46555695,-1.1901838,0.54912555,0.5887708,0.19115359,0.62069774,2.2701516,-0.09318408,-0.353862,0.45839217,-0.8639659,0.16595717,-1.1140217,0.15232582,-0.39343095,0.1736862,0.4058804,0.46994835,-2.379573,-0.07153718,0.99638367,0.6527705,0.15197338,-1.1090982,0.14786926,0.025588304,0.4383545,0.6760615,0.24706116,-0.21015643,-0.047326744,0.60756564,-0.9925008,-0.8053827,-3.7398777,-0.14621443,-0.40634573,-0.8687414,-0.4239302,0.852664884,0.077049131,-0.35100162,0.185997921
FKBP4,-0.18969999,0.32576555,-0.067519695,-0.060738616,-0.23455976,-0.15429065,-0.48487929,0.05360973,0.50550485,-0.64109343,-0.02304937,-1.1124568,-0.56917655,-0.566473,0.17558241,0.93667567,0.84194684,-0.727508,0.11571106,0.05383738,0.08394174,-0.7688874,0.4497011,-0.5284872,-0.036522284,-1.774159,0.21296862,1.9697613,-0.06390764,-0.38788682,-0.5751237,-1.222017,-0.07031708,0.4033363,-0.2633854,1.0787818,0.6587382,0.8637084,0.7727453,0.17314388,-0.61397076,1.9985445,-0.229010696,-1.208742059,0.428103399,0.149667218,-0.354307306
KTN1,0.22665001,0.17624313,0.7719058,0.9535357,-0.08612573,-0.12848683,-0.2860334,0.28719443,0.10267928,-0.768626,2.0299058,-0.45468816,0.19642973,0.53998506,0.81911874,-0.49138707,-0.21768238,0.2636022,0.3964441,-0.27156103,0.46154827,-0.9851277,0.4308634,0.061591655,-1.0682079,-0.561342,2.3513227,3.1123772,0.2596352,-1.3960586,-0.8598113,-1.986712,-0.6633592,-0.15039384,0.055226855,-0.24693045,-0.7604314,0.97269714,1.2776307,0.6367668,-0.67439955,-0.07465196,-2.420331617,-1.826216498,0.181534768,0.201025784,-0.936732552
TMED10,0.159525,0.36724353,-1.104579,0.48564902,0.36802754,0.5579694,-0.52711326,0.05987232,0.65242374,0.53074884,-0.2027637,0.10673138,-0.5608351,-0.29308817,0.26908225,-0.49386716,-0.9826505,0.001507781,-0.38343555,0.6708514,0.8151697,-0.29061708,-0.13666835,-0.35501438,-0.52599406,1.0110793,0.83126044,-1.8156343,0.051977947,1.8835173,-0.6183274,0.5217578,-1.3877237,0.009016261,0.55795133,-0.59350765,0.79259396,-0.46828184,-4.0086417,0.6727748,-0.07596645,0.4210223,-1.084812214,1.580907517,2.996898126,0.024065964,-0.319052679
