x,2094,2123,2141,2187,2478,2662,2708,3363,3385,3690,3902,4114,4211,5311,5394,5426,5453,9703,11683,57469,60198,60699,71384,123631,176871,208908,216326,354624,387447,444795,644241,3062316,6450551,11525740,11626560,25126798,42611257
DDR1,0.058699965,-0.27815,-0.45284998,0.4019938,-0.7533996,0.5450299,0.10056191,-0.013089806,0.9188086,0.16626386,-0.28478408,-1.0571141,-0.291235,-2.0215,-0.92015004,-0.8469832,-0.014336649,-0.8860811,0.89844996,0.11115818,0.091450006,3.45665,-0.8328074,-0.5849,-0.09712045,1.2571584,-0.66440713,1.0380003,-2.3777165,-0.2448098,-0.4794178,1.5033925,-0.65026873,0.8622276,3.2081761,0.7284376,1.2206057
PAX8,0.01910001,5.63495,1.0144,0.77185756,1.2798502,-0.029166631,0.3054775,-0.13400288,-0.38018018,0.54569626,0.7242844,-1.1147243,-0.71013105,-0.77129996,2.5585,-0.110063404,-0.033062592,0.42879066,-0.66845,-0.18722521,0.26645,1.7792,-0.73438853,-0.19349998,0.20343396,-0.89233893,0.43760666,-0.23791629,-0.70916116,-0.54654735,-0.14850155,0.2202842,0.06778719,-0.25953567,0.6089924,-0.76114666,0.43355355
RPS5,0.64215,-0.2119,0.31575,0.3155766,0.68919355,0.00165347,-0.35193878,-0.095374204,0.03245385,0.21985365,-0.86792094,-3.3786128,0.06128277,0.0291,0.71305,0.4213844,-0.862563,-0.8104456,-0.24594998,0.41753876,0.79765,0.88409996,0.2690997,0.5246,-0.04945823,1.0625131,0.344456,0.68193084,-1.2299236,0.4564383,-0.35845336,-0.4313916,0.8898772,-0.63486105,1.5969529,0.6434841,-0.55582243
ABCF1,-0.34665,1.7602,0.5139,0.054939628,-0.14741656,0.006108688,0.66122115,-0.45097888,1.5809615,-0.11648543,-0.1478492,4.041583,-0.21436529,2.86625,2.03255,-0.5909462,0.13364524,0.71286213,0.57305,-0.023097143,-0.65599996,3.51565,-0.73460484,-0.32635,0.3558882,-1.2386582,-0.31100845,-1.8112007,0.47196117,0.89123034,0.15831831,-1.1877416,0.030464292,-0.88961667,2.0330293,0.9036778,0.3165142
SPAG7,0.79885,-1.1781499,-2.0854,0.30203104,-0.28923744,-0.30322757,0.09863864,-0.14985497,0.8636284,0.042676985,-0.4602555,-1.5925517,-0.1792369,-3.8264003,-1.9999,0.12660077,-1.0063248,-0.22929636,0.8764,-0.91072845,0.36589998,-1.03945,-0.45274213,-0.43734998,-0.91096294,-0.29952464,-0.9018617,0.45906803,-0.62235034,-1.3473577,-0.86057264,1.0716758,-0.44191885,-0.081039086,-0.80631363,-2.955987,-0.00574819
RHOA,1.5382,-0.25575,-0.14625001,0.07289755,0.050409466,0.45955223,-0.6640488,0.092518896,-0.4262238,0.36019382,-0.853637,-1.0465659,0.026233288,0.97005,-0.83150005,0.23933332,0.54055023,-0.7372119,-0.3596,0.08392954,0.24235001,1.9167,-0.54002154,1.61445,-0.40044227,1.1890194,0.065780774,0.096369624,-0.033800542,-1.0160694,-0.5532514,-0.2759394,-0.2933618,0.22178334,2.4277716,0.69052374,-1.0038781
RNPS1,-0.3217,-0.6707,-0.7559,-2.4190316,0.2948907,1.4737818,0.25004905,0.32846877,0.64256054,1.1584321,-0.58462125,0.07423297,0.08702846,-3.5933,0.51215,0.45192668,-0.73317283,2.01217,-1.1744001,0.9008648,0.9636,-2.8208,1.5301602,0.15924999,-0.8509016,0.5433362,0.48513705,-0.009246379,-0.95163804,-0.15197997,-0.92069834,-0.031834338,1.1924775,0.39958534,-0.42960766,0.7074858,0.09965947
SMNDC1,-1.1695,-0.424,1.1749,-1.3959537,0.025187254,-0.50352436,0.91990674,-0.53575945,0.018864006,-0.010802309,-0.7257987,-0.4368185,1.5714805,-0.8011,-0.06485002,0.36188817,-0.020558715,-1.2667797,-1.1236501,0.5999431,-0.25349998,0.825,0.35518712,0.39165,-2.1488419,0.06625953,0.4695166,-0.064049855,2.5329728,1.0773329,-0.62192523,-1.807643,-0.5032512,-0.5934885,4.262482,4.308284,-1.3178723
ATP6V0B,-2.9790502,-0.62810004,-0.88105,-1.7077498,-0.07765229,0.2994291,-0.6555769,0.36384392,-0.88840413,-0.011683166,-0.86774224,-0.36167082,0.24551608,-1.2452999,-2.32395,0.3276482,0.47169337,0.7835652,-0.58955,0.49117827,0.4767,0.56425005,0.47936687,0.48070002,-0.23874569,0.13380662,0.25905883,0.16782996,1.1954113,1.2829397,-0.049481694,-3.3265731,-0.2431498,-0.5869266,-3.457289,-1.2874138,-1.0333803
