x,3385,4091,5311,5394,5743,36462,208908,387447,3062316,5288382,9826528,11960529,11977753,24748204,24856436,24964624,46926350
AARS,-0.053657402,0.95286614,0.3184,0.4663423,-0.2133642,-0.22916715,0.15414187,-1.4073821,4.827333,0.757086513,1.0696056,-0.50975674,-2.370766,-0.5270204,-2.546075,-1.7786851,-4.1402364
RPN1,-0.210277795,-1.5387589,-9.86915,0.2649586,0.13392755,-1.3013625,-0.34709737,0.79633796,-1.2355545,1.688458766,-1.3520374,0.0692884,-2.4179993,0.05020342,-1.6494638,-1.8941232,-4.9221945
PAICS,0.056782328,0.161404,-7.39865,0.33754492,0.52577734,-1.7566792,-0.44060817,-0.71842366,-1.0049167,-0.977260446,-0.37721124,2.1832879,0.10342513,-0.01381819,-2.070492,-1.2241588,-4.8489337
BLCAP,-0.588066874,0.6015965,4.4598503,-0.07667537,0.5412899,2.8499687,-0.06211845,-0.38637215,2.2793267,-0.022184895,1.8559282,0.10872191,1.6901246,1.52751,3.3621879,0.33635822,6.189035
HADH,0.271164821,-1.9226806,-9.7649,0.6764382,-0.14339924,-2.0309825,0.63593364,-6.423938,0.007563479,-0.894753153,-0.46256787,0.247385,-0.22790885,-1.1681195,-4.465655,-0.012583241,-4.545457
GNAI2,-0.355687175,-1.4000182,5.03135,0.36598715,-0.18338887,-0.83059686,-0.05645834,-1.9603376,0.7331016,0.13075978,0.29074556,-0.047922693,-0.65486,-0.17886406,0.32318985,-0.7255661,-2.564331
PSMF1,0.10879772,0.18216664,4.15905,-0.8215155,-0.9530002,-0.27558956,-0.18738955,2.028094,-0.018252775,-0.341625431,-0.32851124,1.0260715,0.9910557,-0.016810954,1.7122403,-0.14163794,1.258006
MYL9,0.823060032,-1.3623842,5.0432,-0.44292855,-0.10258896,-0.82803965,-0.58921933,3.805553,0.7324199,0.196390211,1.1229155,-0.19235282,0.75395805,-2.1185875,1.8079476,0.73712283,1.9547284
MMP2,0.405649092,1.6109798,-0.23265,-0.12629218,-1.2169584,-0.85305315,-0.44294232,0.061687678,-1.0962445,-0.319324704,-0.7880661,0.5754272,1.9067782,-0.026122063,1.2475548,1.0787125,-0.47718832
SMARCC1,0.261682102,-2.545665,-5.31435,0.9155178,-1.3810283,-1.3916374,-1.5547664,0.59911984,0.37511235,-0.358986775,-1.1654086,0.26076347,1.4612526,-0.60595465,-1.7188143,1.2318003,-8.482142
TM9SF2,0.193513102,-1.2991408,3.33375,-0.013235629,-0.43391213,-1.6096377,0.091138646,1.7736189,0.4342526,-1.09329766,-0.5260394,-0.56950873,-1.9430925,0.3368445,-1.9546037,-0.6974984,-4.422696
PIP4K2B,-0.220519556,1.4390681,-3.80845,0.23135206,0.061705977,-0.8941313,-0.003046751,-3.2742572,0.27340153,0.117617395,0.22940254,0.07554023,-0.73859125,-0.014646262,-1.1540978,0.47605798,-5.084407
PXN,0.440214218,1.8743026,-5.8894,0.7905721,-0.3369019,-0.9851196,-0.14773796,0.48943,-3.096169,-0.144565684,-2.966379,1.2753197,1.1628822,0.5831779,-0.33454424,0.08510706,5.5323353
COPB2,0.062506741,1.6525817,3.75395,-0.38874143,-0.7489045,0.5819932,0.039934784,1.3629122,1.1863712,-1.116592822,0.9737065,-0.055605374,-3.6698272,0.5290183,0.7185741,-1.5572944,-5.439004
PFKL,0.384695844,0.1593415,-5.2171497,0.30637577,3.7047298,-1.2325406,-0.15948135,-3.832205,0.098588735,-0.248407512,0.64775676,0.032676674,0.98578715,-0.8302021,-2.5763998,-0.72285616,0.30893344
PGRMC1,0.286789618,-1.0828584,0.82375,0.5100529,-0.9430121,-0.62269413,-0.41057467,4.23675,0.748973,1.044764436,1.8137586,0.40206498,-0.56804776,0.4778737,-0.1212263,0.45685726,-2.0936701
ITGB5,-0.27743006,0.7442525,-10.0,0.44434652,-0.50733685,-2.606886,0.074897975,-5.2822394,-0.8227171,-0.020477368,-2.5296783,0.18789552,-0.1803054,-0.2590306,-2.246436,1.0425398,-4.232445
PLP2,0.259115256,1.2211994,-4.15635,-0.16635269,-0.3681364,-0.55331886,0.1474942,-0.5368268,-0.7966917,-0.298394123,-0.28860807,-0.86149514,2.5158095,-0.4531222,-1.5244625,-0.5171813,3.1579144
NFE2L2,0.571683682,0.073912844,1.2231,-0.15559906,-0.85708815,0.08990972,0.103945315,2.6865335,0.80968887,-0.637871409,-0.27555364,-0.8293066,3.6252754,-0.09036462,1.0337901,-0.5246009,1.1450651
MBNL1,0.136179886,-1.812285,-6.3468504,0.6020874,-0.86287236,-3.663662,0.29641485,-1.0556657,-1.3729904,-0.821071324,-2.469083,0.7550582,-0.8529767,0.5980889,-0.1461801,-0.017678943,-7.5488615
NMT1,0.718702868,1.0164739,-4.8544,0.08240506,-1.4419503,-0.91782,0.17381203,1.0879861,0.12923168,-0.77473828,0.7850798,-0.14047477,-1.5131062,0.57153744,-1.4849925,-1.3952656,1.9515473
BHLHE40,0.150754282,2.1231966,-0.82935,0.08057858,-0.4439673,7.924078,-0.4348028,-0.80707175,-0.6480977,0.544611421,-1.0350024,-0.39369678,-0.6534502,-0.41023108,1.3461994,0.88835883,10.0
TERF2IP,0.244609099,0.7314281,-1.8529999,-0.41518116,-0.94295,2.6964476,-0.588256,0.21171814,0.31217563,0.043262275,-0.7486966,-0.24294817,1.3055792,0.8146955,2.1535568,0.17097834,3.132939
FBXO7,0.483457576,-0.23762722,-9.756599,0.713922,0.4583203,-1.5012352,-0.25976342,-0.6373716,0.49561483,0.004809196,1.0838251,-0.75177175,0.25308898,-0.31914657,-2.4758976,0.20289835,-5.0033197
HTRA1,-0.412877571,-0.3330991,1.4602001,0.0828475,0.01634065,-0.49961114,-0.21330583,2.8588762,3.1035256,-0.13025121,-0.76417136,0.21478091,1.1350554,-0.4032402,0.93203163,0.42565763,5.3885217
LRPAP1,0.082222649,0.40350777,2.7415,0.20805858,-0.33502916,0.686509,-1.0132784,-0.1788367,1.4773178,-0.193719838,0.63265157,0.18637028,-1.149635,0.3954967,2.0409932,-1.0019537,-1.0234057
CREG1,-0.572807741,1.5388478,5.598,0.031288363,0.12032555,-0.07770741,1.3011696,0.19901162,0.5710478,-0.092976038,1.7243496,-0.18694869,1.4461348,0.6435629,0.52117014,0.80320734,-1.9456553
PCNA,-0.437878429,1.0779839,-1.4568,0.5067681,-3.2731671,1.7248336,0.29897344,-2.4543018,0.0,1.277485744,0.30439162,0.12308656,-3.4438772,0.35071772,-0.08483487,-3.4482806,-3.2581797
LGMN,0.278766737,0.21674407,10.0,0.06740892,-0.64373493,1.3857533,-0.9317693,4.175685,0.5596127,-0.134663396,-0.7210717,-0.33188257,2.084556,0.36776042,-0.42223346,-0.25501043,3.926136
ILK,-0.16364789,-1.164544,0.9896,0.2073631,-0.577227,-0.32497916,-0.37354147,-1.75121,0.41423288,0.002356458,0.17095384,-0.41517425,0.44523185,0.03526318,-0.8517609,-0.5082273,-0.40827018
ATP1B1,-0.602509842,0.2623425,3.0943,0.2846291,-0.35332656,0.9618869,-0.23712641,1.8279593,-0.9119932,0.224328147,2.13497,-0.08330633,-1.5092683,0.4087931,-1.752788,-0.6813331,-1.3367991
SYPL1,-0.159932664,1.3158731,-5.99475,-0.33147848,-2.4620712,0.498393,0.34747654,-0.42051733,-0.23628914,0.075403967,-0.10917785,-0.1303434,0.8289299,0.28078488,-0.015732713,0.70158577,0.41678596
TXNRD1,0.414881211,0.6537905,4.19935,-0.32158983,-0.72626805,-1.4229821,-0.39949784,3.8448517,-0.48688564,1.01012623,-0.24239708,-0.4107021,-0.725806,0.4774045,-1.4300288,0.38401282,-0.024191916
NUDCD3,0.389613017,0.18659672,0.43925002,0.46314567,0.5567287,-1.215499,-1.3873057,-4.0786433,1.3818889,-1.292775979,0.39215153,-0.1889469,-0.63437206,-0.20358145,-1.7333642,0.093476556,-3.6152503
TOP2A,0.352779497,1.5500125,-10.0,0.55617744,-2.7040372,-7.9346986,-0.5818964,-5.3423657,1.9064276,1.023616193,1.703523,0.75490105,-1.4728615,0.09465923,-4.570183,-0.31306887,-10.0
STK25,0.070049744,0.46977288,-1.42005,-0.14919466,-0.39534116,0.2082452,-0.21020262,-0.10403187,0.5590832,-0.63253889,0.5128635,0.55084306,0.2686137,0.025270969,0.043209195,-0.6381989,-3.2605507
EBNA1BP2,0.360964932,-2.5282035,-2.17705,0.2454719,0.8725645,-0.57476807,0.86443156,-1.6975367,-1.3367095,1.748497397,-1.9941041,-0.43778765,-0.69514143,0.26503658,1.3249987,-0.9866598,-4.4232364
ARHGEF12,0.000402561,1.1477305,-0.74745,0.2849723,-0.13155246,-0.4120244,-0.27520072,0.11671722,0.19727924,1.027686004,-0.27610618,-0.34239036,0.9370806,0.0728465,-1.294531,0.5434046,-1.1367353
SCP2,0.42460272,1.5294731,-4.92395,-0.1641551,-0.5634446,-0.21132618,0.044442236,-1.1777986,0.14943366,-0.128481427,0.63912565,-0.22030436,-0.82271856,-0.065968014,-0.8588442,-0.5345768,4.2223945
